Country,Year,Life_expectancy_at_birth,Expected_years_of_schooling,Average_of_years_of_schooling,GNI_per_capita_PPP,life_expectancy_index,Education_Index,GNI_Index,HDI_1,HDI_calculated,HDI_3
United Arab Emirates,2007,75.767,13.1,9.40,89930.00,0.86,0.70,1.03,,0.85,0.84
United Arab Emirates,2006,75.573,12.9,9.30,97720.00,0.85,0.69,1.04,,0.85,0.83
United Arab Emirates,2005,75.376,12.8,9.10,99230.00,0.85,0.68,1.04,,0.84,0.83
United Arab Emirates,2004,75.174,12.6,8.90,102360.00,0.85,0.67,1.05,,0.84,0.82
United Arab Emirates,2003,74.968,12.4,8.70,99190.00,0.85,0.66,1.04,,0.83,0.81
United Arab Emirates,2002,74.758,12.3,8.60,96350.00,0.84,0.65,1.04,,0.83,0.81
United Arab Emirates,2001,74.544,12.1,8.40,101460.00,0.84,0.64,1.05,,0.82,0.80
United Arab Emirates,2000,74.327,12,8.30,103160.00,0.84,0.63,1.05,,0.82,0.80
United Arab Emirates,1999,74.106,11.8,8.00,,0.83,0.62,,,,0.79
United Arab Emirates,1998,73.883,11.7,7.80,,0.83,0.61,,,,0.79
United Arab Emirates,1997,73.657,11.5,7.60,,0.83,0.59,,,,0.78
United Arab Emirates,1996,73.428,11.4,7.30,,0.82,0.58,,,,0.77
United Arab Emirates,1995,73.194,11.2,7.10,,0.82,0.57,,,,0.76
United Arab Emirates,1994,72.957,11.1,6.80,,0.81,0.56,,,,0.76
United Arab Emirates,1993,72.715,10.9,6.50,,0.81,0.54,,,,0.75
United Arab Emirates,1992,72.466,10.9,6.20,,0.81,0.54,,,,0.74
United Arab Emirates,1991,72.208,11.1,5.90,,0.80,0.53,,,,0.74
United Arab Emirates,1990,71.939,10.7,5.63,,0.80,0.51,,,,0.73
Ukraine,2018,71.95,15.07,11.34,7994.21,0.80,0.82,0.66,0.75,0.76,0.75
Ukraine,2017,71.84,15,11.30,8460.00,0.80,0.81,0.67,0.75,0.76,0.75
Ukraine,2016,71.711,15,11.30,8210.00,0.80,0.81,0.67,0.75,0.76,0.75
Ukraine,2015,71.535,15,11.30,7880.00,0.79,0.81,0.66,0.74,0.75,0.74
Ukraine,2014,71.276,15,11.30,8610.00,0.79,0.81,0.67,,0.76,0.75
Ukraine,2013,70.918,14.9,11.30,8500.00,0.78,0.81,0.67,0.74,0.75,0.75
Ukraine,2012,70.464,14.9,11.30,8340.00,0.78,0.81,0.67,,0.75,0.74
Ukraine,2011,69.932,14.8,11.30,8090.00,0.77,0.81,0.66,,0.74,0.74
Ukraine,1990,69.835,12.4,9.14,6940.00,0.77,0.67,0.64,,0.69,0.71
Ukraine,1991,69.454,12.4,9.30,6550.00,0.76,0.67,0.63,,0.69,0.70
Ukraine,2010,69.361,14.8,11.30,7550.00,0.76,0.81,0.65,0.73,0.74,0.73
Ukraine,1992,69.028,12.1,9.50,5900.00,0.75,0.67,0.62,,0.68,0.69
Ukraine,2009,68.802,14.8,11.30,7120.00,0.75,0.81,0.64,,0.73,0.73
Ukraine,1993,68.608,12,9.70,5060.00,0.75,0.67,0.59,,0.67,0.68
Ukraine,2008,68.306,14.8,11.30,8350.00,0.74,0.81,0.67,,0.74,0.73
Ukraine,1994,68.221,11.9,9.90,4080.00,0.74,0.67,0.56,,0.65,0.67
Ukraine,2007,67.909,14.8,11.20,7910.00,0.74,0.80,0.66,,0.73,0.73
Ukraine,1995,67.896,12.2,10.00,3650.00,0.74,0.68,0.54,,0.65,0.66
Ukraine,1996,67.645,12.4,10.20,3380.00,0.73,0.70,0.53,,0.65,0.66
Ukraine,2006,67.625,14.7,11.20,7110.00,0.73,0.80,0.64,,0.72,0.72
Ukraine,1997,67.462,12.7,10.30,3370.00,0.73,0.71,0.53,,0.65,0.66
Ukraine,2005,67.451,14.6,11.20,6410.00,0.73,0.80,0.63,,0.72,0.72
Ukraine,2004,67.361,14.4,10.70,5990.00,0.73,0.78,0.62,,0.70,0.71
Ukraine,1998,67.339,13,10.40,3350.00,0.73,0.72,0.53,,0.65,0.67
Ukraine,2003,67.317,14.4,10.60,5170.00,0.73,0.77,0.60,,0.70,0.70
Ukraine,2002,67.288,14.1,10.50,4580.00,0.73,0.76,0.58,,0.68,0.69
Ukraine,1999,67.276,13.1,10.60,3390.00,0.73,0.73,0.53,,0.66,0.67
Ukraine,2001,67.267,13.7,10.40,4230.00,0.73,0.75,0.57,,0.67,0.68
Ukraine,2000,67.258,13,10.70,3700.00,0.73,0.73,0.55,,0.66,0.67
Uganda,2018,62.97,11.24,6.09,1752.21,0.66,0.54,0.43,0.53,0.54,0.53
Uganda,2017,62.516,11.6,6.10,1710.00,0.65,0.56,0.43,0.52,0.54,0.52
Uganda,2016,61.986,11.3,5.70,1690.00,0.65,0.54,0.43,0.52,0.53,0.51
Uganda,2015,61.373,11.2,5.70,1750.00,0.64,0.53,0.43,0.52,0.53,0.51
Uganda,2014,60.669,11.2,5.50,1710.00,0.63,0.53,0.43,,0.52,0.50
Uganda,2013,59.881,11.1,5.40,1680.00,0.61,0.52,0.43,0.50,0.51,0.50
Uganda,2012,59.017,11.1,5.30,1680.00,0.60,0.52,0.43,,0.51,0.49
Uganda,2011,58.087,11,5.40,1610.00,0.59,0.52,0.42,,0.50,0.49
Uganda,2010,57.099,11,5.70,1490.00,0.57,0.53,0.41,0.49,0.50,0.49
Uganda,2009,56.06,10.9,5.20,1440.00,0.55,0.51,0.40,,0.48,0.48
Uganda,2008,54.984,10.9,5.20,1180.00,0.54,0.51,0.37,,0.47,0.47
Uganda,2007,53.887,10.8,4.80,1090.00,0.52,0.49,0.36,,0.45,0.46
Uganda,2006,52.784,10.7,4.60,1010.00,0.50,0.48,0.35,,0.44,0.45
Uganda,2005,51.676,10.7,4.40,910.00,0.49,0.48,0.33,,0.43,0.44
Uganda,2004,50.554,10.6,4.40,860.00,0.47,0.48,0.33,,0.42,0.43
Uganda,2003,49.421,11.6,4.30,810.00,0.45,0.51,0.32,,0.42,0.43
Uganda,2002,48.299,11.5,4.20,770.00,0.44,0.50,0.31,,0.41,0.42
Uganda,2001,47.220,11,4.00,710.00,0.42,0.48,0.30,,0.39,0.41
Uganda,2000,46.229,10.8,3.90,690.00,0.40,0.47,0.29,,0.38,0.40
Uganda,1990,45.853,5.7,2.77,410.00,0.40,0.27,0.21,,0.28,0.31
Uganda,1999,45.373,9.8,3.80,690.00,0.39,0.43,0.29,,0.37,0.38
Uganda,1991,45.252,5.7,2.90,430.00,0.39,0.27,0.22,,0.29,0.31
Uganda,1992,44.715,5.1,3.00,440.00,0.38,0.25,0.22,,0.28,0.31
Uganda,1998,44.685,8.7,3.70,650.00,0.38,0.39,0.28,,0.35,0.37
Uganda,1993,44.272,5.5,3.10,480.00,0.37,0.27,0.24,,0.29,0.31
Uganda,1997,44.190,7.7,3.60,630.00,0.37,0.36,0.28,,0.33,0.35
Uganda,1994,43.961,5.5,3.30,500.00,0.37,0.28,0.24,,0.29,0.32
Uganda,1996,43.899,6.6,3.50,600.00,0.37,0.32,0.27,,0.32,0.34
Uganda,1995,43.824,5.6,3.40,560.00,0.37,0.28,0.26,,0.30,0.32
Turkmenistan,2018,68.07,10.89,9.78,16407.47,0.74,0.63,0.77,0.71,0.71,0.71
Turkmenistan,2017,67.956,10.8,9.80,13620.00,0.74,0.63,0.74,0.71,0.70,0.71
Turkmenistan,2016,67.835,10.9,9.80,13500.00,0.74,0.64,0.74,0.71,0.70,0.71
Turkmenistan,2015,67.704,10.8,9.80,12890.00,0.73,0.63,0.73,0.70,0.70,0.70
Turkmenistan,2014,67.552,10.8,9.80,12280.00,0.73,0.63,0.73,,0.70,0.70
Turkmenistan,2013,67.375,10.8,9.80,11630.00,0.73,0.63,0.72,0.69,0.69,0.69
Turkmenistan,2012,67.167,10.7,9.80,10920.00,0.73,0.63,0.71,,0.69,0.69
Turkmenistan,2011,66.928,10.7,9.90,10200.00,0.72,0.63,0.70,,0.68,0.68
Turkmenistan,2010,66.657,10.6,9.90,8990.00,0.72,0.63,0.68,0.67,0.67,0.67
Turkmenistan,2009,66.355,10.6,,8460.00,0.71,0.85,0.67,,0.74,
Turkmenistan,2008,66.031,10.5,,8100.00,0.71,0.85,0.66,,0.74,
Turkmenistan,2007,65.695,10.5,,7210.00,0.70,0.85,0.65,,0.73,
Turkmenistan,2006,65.354,10.4,,6190.00,0.70,0.85,0.62,,0.72,
Turkmenistan,2005,65.017,10.4,,5420.00,0.69,0.85,0.60,,0.71,
Turkmenistan,2004,64.693,10.3,,4980.00,0.69,0.84,0.59,,0.70,
Turkmenistan,2003,64.386,10.3,,4190.00,0.68,0.84,0.56,,0.69,
Turkmenistan,2002,64.101,10.3,,3490.00,0.68,0.84,0.54,,0.67,
Turkmenistan,2001,63.842,10.2,,2990.00,0.67,0.84,0.51,,0.66,
Turkmenistan,2000,63.613,10.2,,2380.00,0.67,0.84,0.48,,0.65,
Turkmenistan,1999,63.413,,,2110.00,0.67,,0.46,,,
Turkmenistan,1998,63.237,,,1830.00,0.67,,0.44,,,
Turkmenistan,1997,63.084,,,1750.00,0.66,,0.43,,,
Turkmenistan,1996,62.953,,,1920.00,0.66,,0.45,,,
Turkmenistan,1995,62.851,,,2060.00,0.66,,0.46,,,
Turkmenistan,1990,62.810,,,,0.66,,,,,
Turkmenistan,1994,62.786,,,2290.00,0.66,,0.47,,,
Turkmenistan,1991,62.784,,,,0.66,,,,,
Turkmenistan,1992,62.761,,,,0.66,,,,,
Turkmenistan,1993,62.758,,,2700.00,0.66,,0.50,,,
Turkey,2018,77.44,16.44,7.67,24905.38,0.88,0.76,0.83,0.81,0.82,0.81
Turkey,2017,77.161,15.2,8.00,27570.00,0.88,0.73,0.85,0.80,0.82,0.79
Turkey,2016,76.86,15.2,8.00,26050.00,0.87,0.73,0.84,0.80,0.81,0.79
Turkey,2015,76.532,15.2,7.80,25340.00,0.87,0.72,0.84,0.80,0.81,0.78
Turkey,2014,76.172,15.2,7.60,23760.00,0.86,0.72,0.83,,0.80,0.78
Turkey,2013,75.784,14.8,7.70,22070.00,0.86,0.71,0.82,0.78,0.79,0.77
Turkey,2012,75.373,14.4,7.50,20460.00,0.85,0.69,0.80,,0.78,0.76
Turkey,2011,74.944,14.3,7.20,19480.00,0.85,0.68,0.80,,0.77,0.75
Turkey,2010,74.507,13.8,6.70,17290.00,0.84,0.65,0.78,0.74,0.75,0.73
Turkey,2009,74.074,13,6.50,15320.00,0.83,0.61,0.76,,0.73,0.72
Turkey,2008,73.649,12.5,6.30,15890.00,0.83,0.59,0.77,,0.72,0.71
Turkey,2007,73.235,12.6,6.20,14710.00,0.82,0.59,0.75,,0.72,0.71
Turkey,2006,72.83,12.3,6.10,13470.00,0.81,0.58,0.74,,0.70,0.70
Turkey,2005,72.424,11.9,6.00,11760.00,0.81,0.56,0.72,,0.69,0.69
Turkey,2004,72.004,12,5.90,10710.00,0.80,0.56,0.71,,0.68,0.69
Turkey,2003,71.559,12.1,5.80,9430.00,0.79,0.56,0.69,,0.67,0.68
Turkey,2002,71.078,12,5.70,9150.00,0.79,0.56,0.68,,0.67,0.67
Turkey,2001,70.560,11.6,5.60,8990.00,0.78,0.54,0.68,,0.66,0.66
Turkey,2000,70.005,11.1,5.50,9450.00,0.77,0.52,0.69,,0.65,0.66
Turkey,1999,69.417,10.7,5.40,8640.00,0.76,0.51,0.67,,0.64,0.64
Turkey,1998,68.807,10.2,5.30,9000.00,0.75,0.49,0.68,,0.63,0.64
Turkey,1997,68.189,9.8,5.10,8490.00,0.74,0.47,0.67,,0.62,0.62
Turkey,1996,67.570,9.7,5.00,7880.00,0.73,0.46,0.66,,0.61,0.62
Turkey,1995,66.963,9.6,4.80,7340.00,0.72,0.45,0.65,,0.60,0.61
Turkey,1994,66.377,9.5,4.80,6770.00,0.71,0.45,0.64,,0.59,0.60
Turkey,1993,65.815,9.3,4.70,7200.00,0.70,0.44,0.65,,0.59,0.60
Turkey,1992,65.275,9.2,4.60,6610.00,0.70,0.43,0.63,,0.58,0.59
Turkey,1991,64.757,9.1,4.60,6190.00,0.69,0.43,0.62,,0.57,0.58
Turkey,1990,64.256,8.9,4.53,6040.00,0.68,0.42,0.62,,0.56,0.58
Tunisia,2018,76.51,15.10,7.17,10676.96,0.87,0.70,0.71,0.74,0.76,0.74
Tunisia,2017,76.31,15.1,7.20,10280.00,0.87,0.70,0.70,0.74,0.75,0.74
Tunisia,2016,76.115,15.1,7.10,10070.00,0.86,0.70,0.70,0.74,0.75,0.73
Tunisia,2015,75.922,14.9,7.00,9890.00,0.86,0.69,0.69,0.73,0.74,0.73
Tunisia,2014,75.734,14.7,6.90,10070.00,0.86,0.68,0.70,,0.74,0.73
Tunisia,2013,75.552,14.8,6.80,9780.00,0.85,0.68,0.69,0.72,0.74,0.72
Tunisia,2012,75.376,14.7,6.80,9800.00,0.85,0.68,0.69,,0.74,0.72
Tunisia,2011,75.206,14.6,6.90,9590.00,0.85,0.68,0.69,,0.74,0.72
Tunisia,2010,75.041,14.5,6.70,9680.00,0.85,0.67,0.69,0.72,0.73,0.72
Tunisia,2009,74.88,14.4,6.40,9330.00,0.84,0.66,0.69,,0.72,0.71
Tunisia,2008,74.72,14.4,6.30,8980.00,0.84,0.66,0.68,,0.72,0.71
Tunisia,2007,74.558,14.3,6.10,8580.00,0.84,0.65,0.67,,0.71,0.70
Tunisia,2006,74.391,14.3,5.90,7980.00,0.84,0.64,0.66,,0.71,0.70
Tunisia,2005,74.217,14.2,5.80,7390.00,0.83,0.63,0.65,,0.70,0.69
Tunisia,2004,74.034,13.9,5.60,7060.00,0.83,0.62,0.64,,0.69,0.68
Tunisia,2003,73.842,13.6,5.40,6540.00,0.83,0.60,0.63,,0.68,0.67
Tunisia,2002,73.638,13.5,5.20,6160.00,0.83,0.59,0.62,,0.67,0.67
Tunisia,2001,73.415,13.3,5.10,6030.00,0.82,0.59,0.62,,0.67,0.66
Tunisia,2000,73.172,13.1,4.90,5710.00,0.82,0.57,0.61,,0.66,0.65
Tunisia,1999,72.904,12.8,4.70,5420.00,0.81,0.56,0.60,,0.65,0.65
Tunisia,1998,72.608,12.4,4.60,5090.00,0.81,0.54,0.59,,0.64,0.63
Tunisia,1997,72.282,11.8,4.40,4840.00,0.80,0.52,0.59,,0.62,0.62
Tunisia,1996,71.921,11.8,4.30,4130.00,0.80,0.51,0.56,,0.61,0.62
Tunisia,1995,71.517,11.6,4.10,3860.00,0.79,0.50,0.55,,0.60,0.61
Tunisia,1994,71.062,11.3,4.00,3730.00,0.79,0.49,0.55,,0.59,0.60
Tunisia,1993,70.555,10.9,3.90,3580.00,0.78,0.47,0.54,,0.58,0.59
Tunisia,1992,70.001,10.7,3.70,3560.00,0.77,0.46,0.54,,0.58,0.58
Tunisia,1991,69.407,10.6,3.60,3310.00,0.76,0.45,0.53,,0.57,0.58
Tunisia,1990,68.792,10.5,3.43,3180.00,0.75,0.45,0.52,,0.56,0.57
Trinidad and Tobago,2018,73.38,12.96,11.03,28497.37,0.82,0.74,0.85,0.80,0.80,0.80
Trinidad and Tobago,2017,73.245,12.9,10.90,26540.00,0.82,0.73,0.84,0.80,0.80,0.78
Trinidad and Tobago,2016,73.1,12.9,10.90,25760.00,0.82,0.73,0.84,0.80,0.79,0.79
Trinidad and Tobago,2015,72.941,12.7,10.80,27250.00,0.81,0.72,0.85,0.80,0.79,0.78
Trinidad and Tobago,2014,72.768,12.7,10.80,27840.00,0.81,0.72,0.85,,0.79,0.78
Trinidad and Tobago,2013,72.582,12.7,10.80,28340.00,0.81,0.72,0.85,0.79,0.79,0.78
Trinidad and Tobago,2012,72.382,12.7,10.80,27400.00,0.81,0.72,0.85,,0.79,0.77
Trinidad and Tobago,2011,72.17,12.6,10.80,27460.00,0.80,0.72,0.85,,0.79,0.77
Trinidad and Tobago,2010,71.946,12.6,10.70,29040.00,0.80,0.72,0.86,0.79,0.79,0.78
Trinidad and Tobago,2009,71.71,12.5,10.70,27810.00,0.80,0.71,0.85,,0.78,0.77
Trinidad and Tobago,2008,71.464,12.5,10.70,29280.00,0.79,0.71,0.86,,0.79,0.77
Trinidad and Tobago,2007,71.21,12.4,10.50,27890.00,0.79,0.71,0.85,,0.78,0.77
Trinidad and Tobago,2006,70.952,12.4,9.90,25850.00,0.78,0.69,0.84,,0.77,0.76
Trinidad and Tobago,2005,70.691,12.3,10.00,22320.00,0.78,0.69,0.82,,0.76,0.75
Trinidad and Tobago,2004,70.428,12.3,9.80,20910.00,0.78,0.68,0.81,,0.75,0.75
Trinidad and Tobago,2003,70.164,12.2,9.50,18360.00,0.77,0.67,0.79,,0.74,0.74
Trinidad and Tobago,2002,69.903,12,9.40,15950.00,0.77,0.66,0.77,,0.73,0.73
Trinidad and Tobago,2001,69.650,11.9,9.30,14490.00,0.76,0.66,0.75,,0.72,0.72
Trinidad and Tobago,2000,69.413,11.8,9.20,13430.00,0.76,0.65,0.74,,0.71,0.72
Trinidad and Tobago,1999,69.199,11.7,9.00,12560.00,0.76,0.64,0.73,,0.71,0.71
Trinidad and Tobago,1998,69.011,11.6,8.90,11510.00,0.75,0.63,0.72,,0.70,0.70
Trinidad and Tobago,1997,68.850,11.5,8.80,10430.00,0.75,0.63,0.70,,0.69,0.70
Trinidad and Tobago,1996,68.713,11.3,8.70,9320.00,0.75,0.62,0.68,,0.68,0.69
Trinidad and Tobago,1995,68.597,11.2,8.50,8720.00,0.75,0.61,0.67,,0.67,0.68
Trinidad and Tobago,1994,68.496,11.1,8.40,8170.00,0.75,0.60,0.67,,0.67,0.68
Trinidad and Tobago,1993,68.402,11,8.30,7870.00,0.74,0.60,0.66,,0.66,0.68
Trinidad and Tobago,1992,68.305,11,8.20,7680.00,0.74,0.59,0.66,,0.66,0.67
Trinidad and Tobago,1991,68.201,11,8.10,6850.00,0.74,0.59,0.64,,0.65,0.67
Trinidad and Tobago,1990,68.086,11.2,7.94,6510.00,0.74,0.59,0.63,,0.65,0.67
Tonga,2018,70.80,14.30,11.21,5782.57,0.78,0.79,0.61,0.72,0.72,0.72
Tonga,2017,70.701,14.3,11.20,6420.00,0.78,0.79,0.63,0.72,0.73,0.73
Tonga,2016,70.607,14.3,11.20,6130.00,0.78,0.79,0.62,0.71,0.73,0.72
Tonga,2015,70.517,14.3,11.20,5910.00,0.78,0.79,0.62,0.71,0.72,0.72
Tonga,2014,70.427,14.3,11.10,5610.00,0.78,0.79,0.61,,0.72,0.72
Tonga,2013,70.335,14.3,11.00,5450.00,0.77,0.78,0.60,0.70,0.72,0.72
Tonga,2012,70.242,14.3,10.90,5500.00,0.77,0.78,0.61,,0.71,0.72
Tonga,2011,70.148,14.4,10.90,5300.00,0.77,0.78,0.60,,0.71,0.72
Tonga,2010,70.059,14.4,10.70,5050.00,0.77,0.78,0.59,0.69,0.71,0.71
Tonga,2009,69.982,14.4,10.40,4810.00,0.77,0.77,0.59,,0.70,0.71
Tonga,2008,69.921,14.5,10.10,4650.00,0.77,0.76,0.58,,0.70,0.70
Tonga,2007,69.878,14.5,9.80,4470.00,0.77,0.76,0.57,,0.69,0.70
Tonga,2006,69.852,14.5,9.40,4550.00,0.77,0.74,0.58,,0.69,0.70
Tonga,2005,69.836,14.6,9.20,4410.00,0.77,0.74,0.57,,0.69,0.69
Tonga,2004,69.822,14.6,9.20,4300.00,0.77,0.74,0.57,,0.69,0.69
Tonga,2003,69.803,14.6,9.20,4210.00,0.77,0.74,0.56,,0.68,0.69
Tonga,2002,69.771,13.7,9.10,4110.00,0.77,0.71,0.56,,0.67,0.68
Tonga,2001,69.725,13.5,9.10,3840.00,0.77,0.70,0.55,,0.67,0.68
Tonga,2000,69.667,13.2,9.10,3650.00,0.76,0.69,0.54,,0.66,0.67
Tonga,1999,69.601,13.7,9.10,3540.00,0.76,0.71,0.54,,0.66,0.68
Tonga,1998,69.535,13.7,9.10,3460.00,0.76,0.71,0.54,,0.66,0.67
Tonga,1997,69.471,13.7,9.10,3290.00,0.76,0.71,0.53,,0.66,0.67
Tonga,1996,69.410,13.7,9.10,3250.00,0.76,0.71,0.53,,0.66,0.67
Tonga,1995,69.351,13.7,9.10,3180.00,0.76,0.71,0.52,,0.66,0.67
Tonga,1994,69.290,13.7,9.00,3100.00,0.76,0.71,0.52,,0.65,0.67
Tonga,1993,69.223,13.7,8.80,2790.00,0.76,0.70,0.50,,0.64,0.66
Tonga,1992,69.143,13.7,8.60,2640.00,0.76,0.70,0.49,,0.64,0.66
Tonga,1991,69.049,13.7,8.50,2590.00,0.75,0.69,0.49,,0.64,0.65
Tonga,1990,68.935,13.7,8.30,2380.00,0.75,0.69,0.48,,0.63,0.65
Togo,2018,60.76,12.57,4.95,1592.54,0.63,0.56,0.42,0.51,0.53,0.51
Togo,2017,60.489,12.4,4.80,1520.00,0.62,0.55,0.41,0.51,0.52,0.50
Togo,2016,60.22,12.4,4.80,1470.00,0.62,0.55,0.41,0.51,0.52,0.50
Togo,2015,59.927,12.4,4.70,1440.00,0.61,0.54,0.40,0.50,0.51,0.50
Togo,2014,59.58,12.3,4.70,1340.00,0.61,0.54,0.39,,0.51,0.48
Togo,2013,59.16,12.3,4.50,1280.00,0.60,0.54,0.39,0.49,0.50,0.47
Togo,2012,58.661,12.1,4.40,1230.00,0.59,0.53,0.38,,0.49,0.47
Togo,2011,58.092,11.9,4.40,1280.00,0.59,0.52,0.39,,0.49,0.46
Togo,2010,57.468,11.5,4.30,1140.00,0.58,0.50,0.37,0.47,0.47,0.46
Togo,2009,56.818,11,4.30,1090.00,0.57,0.49,0.36,,0.46,0.45
Togo,2008,56.178,10.6,4.30,1050.00,0.56,0.47,0.36,,0.45,0.44
Togo,1990,55.887,7.6,2.99,820.00,0.55,0.34,0.32,,0.39,0.41
Togo,1991,55.872,7.9,3.10,820.00,0.55,0.35,0.32,,0.39,0.41
Togo,1992,55.734,7.3,3.20,790.00,0.55,0.33,0.31,,0.38,0.40
Togo,2007,55.581,10.1,4.30,1010.00,0.55,0.46,0.35,,0.44,0.44
Togo,1993,55.485,7.4,3.30,670.00,0.55,0.34,0.29,,0.38,0.39
Togo,1994,55.147,7.4,3.40,740.00,0.54,0.34,0.30,,0.38,0.40
Togo,2006,55.052,10.6,4.30,1020.00,0.54,0.47,0.35,,0.45,0.44
Togo,1995,54.757,8.3,3.50,810.00,0.53,0.37,0.32,,0.40,0.41
Togo,2005,54.602,10.2,4.20,990.00,0.53,0.46,0.35,,0.44,0.44
Togo,1996,54.360,8.7,3.60,890.00,0.53,0.39,0.33,,0.41,0.42
Togo,2004,54.234,10.1,4.20,1040.00,0.53,0.45,0.35,,0.44,0.43
Togo,1997,54.001,8.9,3.70,1000.00,0.52,0.40,0.35,,0.42,0.42
Togo,2003,53.938,10,4.10,1050.00,0.52,0.45,0.36,,0.44,0.43
Togo,1998,53.722,9.1,3.80,970.00,0.52,0.41,0.34,,0.42,0.42
Togo,2002,53.710,9.9,4.10,990.00,0.52,0.44,0.35,,0.43,0.43
Togo,2001,53.554,9.7,4.00,960.00,0.52,0.43,0.34,,0.42,0.43
Togo,1999,53.547,9.3,3.90,960.00,0.52,0.42,0.34,,0.42,0.42
Togo,2000,53.491,9.4,4.00,950.00,0.52,0.42,0.34,,0.42,0.43
Timor,2018,69.26,12.40,4.54,7526.66,0.76,0.54,0.65,0.63,0.64,0.63
Timor,2017,69.007,12.8,4.50,4490.00,0.75,0.55,0.57,0.62,0.62,0.63
Timor,2016,68.735,12.8,4.50,4240.00,0.75,0.55,0.57,0.63,0.62,0.63
Timor,2015,68.459,12.8,4.50,5110.00,0.75,0.55,0.59,0.63,0.63,0.63
Timor,2014,68.197,12.8,4.50,6270.00,0.74,0.55,0.63,,0.63,0.61
Timor,2013,67.953,12.8,4.50,7390.00,0.74,0.55,0.65,0.61,0.64,0.61
Timor,2012,67.72,12.8,4.50,8700.00,0.73,0.55,0.67,,0.65,0.60
Timor,2011,67.477,12.8,4.50,9080.00,0.73,0.55,0.68,,0.65,0.62
Timor,2010,67.186,12.4,4.40,7410.00,0.73,0.54,0.65,0.62,0.63,0.62
Timor,2009,66.796,11.8,4.40,6270.00,0.72,0.52,0.63,,0.61,0.61
Timor,2008,66.276,12.1,4.00,8350.00,0.71,0.51,0.67,,0.63,0.60
Timor,2007,65.61,11.7,3.50,5400.00,0.70,0.49,0.60,,0.59,0.58
Timor,2006,64.803,11.3,3.40,3840.00,0.69,0.47,0.55,,0.56,0.54
Timor,2005,63.882,11,3.30,2530.00,0.68,0.46,0.49,,0.53,0.50
Timor,2004,62.893,10.6,3.10,2060.00,0.66,0.44,0.46,,0.51,0.52
Timor,2003,61.888,10.2,3.00,1790.00,0.64,0.42,0.44,,0.49,0.53
Timor,2002,60.901,9.8,2.90,2220.00,0.63,0.41,0.47,,0.49,0.52
Timor,2001,59.945,9.8,2.80,1960.00,0.61,0.40,0.45,,0.48,0.51
Timor,2000,59.002,9.8,2.80,1780.00,0.60,0.40,0.43,,0.47,0.51
Timor,1999,58.037,,,,0.59,,,,,
Timor,1998,57.011,,,,0.57,,,,,
Timor,1997,55.907,,,,0.55,,,,,
Timor,1996,54.737,,,,0.53,,,,,
Timor,1995,53.538,,,,0.52,,,,,
Timor,1994,52.366,,,,0.50,,,,,
Timor,1993,51.267,,,,0.48,,,,,
Timor,1992,50.261,,,,0.47,,,,,
Timor,1991,49.345,,,,0.45,,,,,
Timor,1990,48.492,,,,0.44,,,,,
Thailand,2018,76.93,14.65,7.73,16128.55,0.88,0.70,0.77,0.76,0.78,0.76
Thailand,2017,76.683,14.7,7.60,16610.00,0.87,0.70,0.77,0.76,0.78,0.76
Thailand,2016,76.403,14.3,7.60,15800.00,0.87,0.69,0.76,0.75,0.77,0.75
Thailand,2015,76.091,13.9,7.60,15010.00,0.86,0.67,0.76,0.75,0.76,0.74
Thailand,2014,75.747,13.5,7.60,14680.00,0.86,0.66,0.75,,0.75,0.74
Thailand,2013,75.378,13.2,7.50,14420.00,0.85,0.65,0.75,0.73,0.75,0.73
Thailand,2012,74.992,13.3,7.70,14190.00,0.85,0.66,0.75,,0.75,0.73
Thailand,2011,74.593,13.5,7.50,13190.00,0.84,0.66,0.74,,0.74,0.73
Thailand,2010,74.184,13.3,7.70,12640.00,0.83,0.66,0.73,0.72,0.74,0.72
Thailand,2009,73.766,13.3,7.50,11760.00,0.83,0.65,0.72,,0.73,0.72
Thailand,2008,73.341,13.2,7.30,11800.00,0.82,0.64,0.72,,0.72,0.71
Thailand,2007,72.916,13.3,7.10,11470.00,0.81,0.64,0.72,,0.72,0.71
Thailand,2006,72.499,12.8,7.00,10610.00,0.81,0.62,0.70,,0.71,0.70
Thailand,2005,72.099,12.7,7.00,9800.00,0.80,0.62,0.69,,0.70,0.69
Thailand,2004,71.728,12.3,6.80,9190.00,0.80,0.60,0.68,,0.69,0.68
Thailand,2003,71.389,11.9,6.70,8500.00,0.79,0.58,0.67,,0.68,0.67
Thailand,2002,71.089,11.8,6.50,7890.00,0.79,0.57,0.66,,0.67,0.67
Thailand,2001,70.832,11.5,6.30,7430.00,0.78,0.56,0.65,,0.66,0.66
Thailand,2000,70.623,11.2,6.10,7160.00,0.78,0.54,0.65,,0.65,0.65
Thailand,1999,70.463,10.9,5.90,6700.00,0.78,0.53,0.64,,0.64,0.64
Thailand,1998,70.348,10.6,5.70,6330.00,0.77,0.51,0.63,,0.63,0.63
Thailand,1991,70.300,8.7,4.70,4710.00,0.77,0.42,0.58,,0.57,0.58
Thailand,1992,70.281,8.9,4.70,5120.00,0.77,0.43,0.59,,0.58,0.59
Thailand,1997,70.267,10.1,5.50,6930.00,0.77,0.49,0.64,,0.62,0.63
Thailand,1990,70.248,8.4,3.83,4260.00,0.77,0.39,0.57,,0.55,0.57
